TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-07-31,2025-07-31,FO,NSE,STO,62998,,ABCAPITAL,,2025-09-30,2025-09-30,260.0,CE,ABCAPITAL25SEP260CE,0.0,0.0,0.0,34.4,0.0,34.4,256.65,16.5,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,63005,,ABCAPITAL,,2025-09-30,2025-09-30,290.0,PE,ABCAPITAL25SEP290PE,0.0,0.0,0.0,28.15,0.0,28.15,256.65,37.0,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74985,,ABCAPITAL,,2025-08-28,2025-08-28,265.0,PE,ABCAPITAL25AUG265PE,18.0,18.0,11.3,12.9,13.1,17.65,256.65,12.9,120900,12400,66,57012565.0,65,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74851,,ABCAPITAL,,2025-07-31,2025-07-31,290.0,PE,ABCAPITAL25JUL290PE,36.5,36.5,33.0,33.0,33.0,37.15,256.65,256.65,105400,-12400,9,9064865.0,6,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74987,,ABCAPITAL,,2025-08-28,2025-08-28,270.0,PE,ABCAPITAL25AUG270PE,24.0,24.0,14.4,16.4,16.6,21.55,256.65,16.4,554900,9300,165,147441890.0,152,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,58994,,ABCAPITAL,,2025-07-31,2025-07-31,235.0,PE,ABCAPITAL25JUL235PE,0.05,0.05,0.05,0.05,0.05,0.05,256.65,256.65,68200,-6200,2,1457310.0,2,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,58988,,ABCAPITAL,,2025-07-31,2025-07-31,220.0,PE,ABCAPITAL25JUL220PE,0.05,0.05,0.05,0.05,0.05,0.05,256.65,256.65,310000,6200,17,11596635.0,6,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,63008,,ABCAPITAL,,2025-09-30,2025-09-30,310.0,CE,ABCAPITAL25SEP310CE,0.0,0.0,0.0,12.85,0.0,12.85,256.65,3.3,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,62994,,ABCAPITAL,,2025-09-30,2025-09-30,240.0,CE,ABCAPITAL25SEP240CE,0.0,0.0,0.0,47.7,0.0,47.7,256.65,27.5,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,50709,,ABCAPITAL,,2025-08-28,2025-08-28,305.0,CE,ABCAPITAL25AUG305CE,0.5,0.7,0.35,0.45,0.45,5.65,256.65,0.45,24800,24800,11,10417705.0,11,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74974,,ABCAPITAL,,2025-08-28,2025-08-28,240.0,CE,ABCAPITAL25AUG240CE,14.75,22.4,14.75,20.45,20.45,14.95,256.65,22.1,170500,37200,65,51913220.0,62,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,37145,,ABCAPITAL,,2025-08-28,2025-08-28,310.0,CE,ABCAPITAL25AUG310CE,0.3,0.45,0.3,0.45,0.45,0.25,256.65,0.65,158100,9300,13,12507880.0,12,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,49512,,ABCAPITAL,,2025-07-31,2025-07-31,255.0,CE,ABCAPITAL25JUL255CE,0.1,5.0,0.1,1.7,5.0,0.25,256.65,256.65,108500,-238700,248,197050880.0,222,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74962,,ABCAPITAL,,2025-08-28,2025-08-28,210.0,CE,ABCAPITAL25AUG210CE,44.0,46.8,44.0,46.5,46.5,39.65,256.65,47.95,46500,31000,10,7939100.0,6,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74970,,ABCAPITAL,,2025-08-28,2025-08-28,230.0,CE,ABCAPITAL25AUG230CE,22.75,30.9,22.7,30.85,30.85,30.95,256.65,29.9,52700,37200,23,18401445.0,23,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,63009,,ABCAPITAL,,2025-09-30,2025-09-30,310.0,PE,ABCAPITAL25SEP310PE,0.0,0.0,0.0,41.1,0.0,41.1,256.65,53.5,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74979,,ABCAPITAL,,2025-08-28,2025-08-28,250.0,PE,ABCAPITAL25AUG250PE,9.95,10.7,4.4,5.6,5.7,8.45,256.65,5.6,1376400,251100,958,761105335.0,860,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74846,,ABCAPITAL,,2025-07-31,2025-07-31,275.0,PE,ABCAPITAL25JUL275PE,23.7,25.35,19.6,20.0,20.0,26.0,256.65,256.65,434000,-21700,20,18391680.0,19,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74837,,ABCAPITAL,,2025-07-31,2025-07-31,257.5,PE,ABCAPITAL25JUL257.5PE,7.0,8.0,0.55,1.15,1.15,10.35,256.65,256.65,127100,-31000,30,24286795.0,23,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,59000,,ABCAPITAL,,2025-07-31,2025-07-31,250.0,PE,ABCAPITAL25JUL250PE,2.6,3.55,0.05,0.05,0.05,2.4,256.65,256.65,328600,-164300,190,147736855.0,164,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74813,,ABCAPITAL,,2025-07-31,2025-07-31,217.5,PE,ABCAPITAL25JUL217.5PE,0.0,0.0,0.0,0.05,0.05,0.05,256.65,256.65,9300,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74977,,ABCAPITAL,,2025-08-28,2025-08-28,245.0,PE,ABCAPITAL25AUG245PE,7.65,8.1,3.1,4.05,4.0,6.25,256.65,4.05,341000,74400,344,266357580.0,319,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,63003,,ABCAPITAL,,2025-09-30,2025-09-30,280.0,PE,ABCAPITAL25SEP280PE,0.0,0.0,0.0,22.6,0.0,22.6,256.65,29.65,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,58993,,ABCAPITAL,,2025-07-31,2025-07-31,235.0,CE,ABCAPITAL25JUL235CE,14.9,23.0,14.9,23.0,23.0,14.2,256.65,256.65,43400,-9300,3,2358635.0,3,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,40399,,ABCAPITAL,,2025-07-31,2025-07-31,310.0,CE,ABCAPITAL25JUL310CE,0.05,0.05,0.05,0.05,0.05,0.05,256.65,256.65,328600,0,2,1922310.0,2,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74968,,ABCAPITAL,,2025-08-28,2025-08-28,225.0,CE,ABCAPITAL25AUG225CE,27.1,28.05,27.1,28.05,28.05,26.2,256.65,34.15,12400,3100,2,1565965.0,2,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74976,,ABCAPITAL,,2025-08-28,2025-08-28,245.0,CE,ABCAPITAL25AUG245CE,10.55,18.2,10.35,16.3,16.15,11.5,256.65,16.3,74400,15500,117,94139095.0,112,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74984,,ABCAPITAL,,2025-08-28,2025-08-28,265.0,CE,ABCAPITAL25AUG265CE,2.65,7.0,2.6,5.55,5.6,3.35,256.65,5.55,589000,179800,616,516291205.0,562,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,43669,,ABCAPITAL,,2025-08-28,2025-08-28,300.0,CE,ABCAPITAL25AUG300CE,0.4,0.8,0.4,0.6,0.65,0.45,256.65,0.6,1085000,31000,177,164955185.0,138,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,63000,,ABCAPITAL,,2025-09-30,2025-09-30,270.0,CE,ABCAPITAL25SEP270CE,0.0,0.0,0.0,28.8,0.0,28.8,256.65,12.4,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,49513,,ABCAPITAL,,2025-07-31,2025-07-31,255.0,PE,ABCAPITAL25JUL255PE,8.75,8.75,0.05,0.4,0.1,6.9,256.65,256.65,161200,-21700,129,102710285.0,117,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,49515,,ABCAPITAL,,2025-07-31,2025-07-31,265.0,PE,ABCAPITAL25JUL265PE,14.8,15.45,9.5,9.5,9.5,17.15,256.65,256.65,384400,-31000,19,16424730.0,18,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,58991,,ABCAPITAL,,2025-07-31,2025-07-31,230.0,CE,ABCAPITAL25JUL230CE,18.55,27.25,18.55,27.25,27.25,18.5,256.65,256.65,325500,6200,6,4652015.0,3,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,62992,,ABCAPITAL,,2025-09-30,2025-09-30,230.0,CE,ABCAPITAL25SEP230CE,0.0,0.0,0.0,55.3,0.0,55.3,256.65,34.4,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,38796,,ABCAPITAL,,2025-08-28,2025-08-28,290.0,CE,ABCAPITAL25AUG290CE,0.7,1.4,0.7,1.05,1.05,0.65,256.65,1.05,446400,-31000,643,580211035.0,374,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,63004,,ABCAPITAL,,2025-09-30,2025-09-30,290.0,CE,ABCAPITAL25SEP290CE,0.0,0.0,0.0,19.6,0.0,19.6,256.65,6.6,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,58999,,ABCAPITAL,,2025-07-31,2025-07-31,250.0,CE,ABCAPITAL25JUL250CE,0.2,9.5,0.15,6.0,5.95,1.15,256.65,256.65,325500,-223200,227,177941550.0,212,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,62993,,ABCAPITAL,,2025-09-30,2025-09-30,230.0,PE,ABCAPITAL25SEP230PE,0.0,0.0,0.0,4.8,0.0,4.8,256.65,5.45,0,0,0,0.0,0,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,40400,,ABCAPITAL,,2025-07-31,2025-07-31,310.0,PE,ABCAPITAL25JUL310PE,54.0,54.0,54.0,54.0,54.0,29.0,256.65,256.65,12400,0,2,2256800.0,2,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,74853,,ABCAPITAL,,2025-07-31,2025-07-31,295.0,PE,ABCAPITAL25JUL295PE,36.4,36.4,36.4,36.4,36.4,35.1,256.65,256.65,52700,3100,1,1027340.0,1,F1,3100,,,,,
2025-07-31,2025-07-31,FO,NSE,STO,58990,,ABCAPITAL,,2025-07-31,2025-07-31,225.0,PE,ABCAPITAL25JUL225PE,0.05,0.05,0.05,0.05,0.05,0.05,256.65,256.65,52700,6200,2,1395310.0,2,F1,3100,,,,,
