INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,28-Dec-2023,0.0,XX,48020.0,48206.35,47890.4,47947.35,47947.35,111965,806637.57,1787310,-116655,18-DEC-2023,
FUTIDX,BANKNIFTY,25-Jan-2024,0.0,XX,48419.7,48525.0,48240.0,48281.5,48281.5,10881,78941.35,567660,34260,18-DEC-2023,
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,48810.0,48810.0,48510.0,48555.05,48555.05,2946,21496.26,99915,10860,18-DEC-2023,
FUTIDX,FINNIFTY,26-Dec-2023,0.0,XX,21525.05,21580.0,21458.0,21469.75,21469.75,1817,15631.48,65040,-3760,18-DEC-2023,
FUTIDX,FINNIFTY,30-Jan-2024,0.0,XX,21554.9,21726.55,21554.9,21613.75,21613.75,47,407.51,4240,360,18-DEC-2023,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,0.0,0.0,0.0,21849.0,21728.35,0,0.0,440,0,18-DEC-2023,
FUTIDX,MIDCPNIFTY,22-Dec-2023,0.0,XX,10331.45,10369.0,10285.0,10301.0,10301.0,4477,34653.66,530475,19950,18-DEC-2023,
FUTIDX,MIDCPNIFTY,29-Jan-2024,0.0,XX,10335.0,10369.7,10299.15,10311.55,10311.55,309,2392.85,35925,9300,18-DEC-2023,
FUTIDX,MIDCPNIFTY,26-Feb-2024,0.0,XX,10327.0,10327.0,10305.0,10312.5,10312.5,12,92.82,3750,-75,18-DEC-2023,
FUTIDX,NIFTY,28-Dec-2023,0.0,XX,21509.0,21547.1,21458.3,21477.25,21477.25,98023,1053878.11,11824950,-1114250,18-DEC-2023,
FUTIDX,NIFTY,25-Jan-2024,0.0,XX,21640.5,21681.85,21596.7,21611.7,21611.7,13549,146593.59,2316050,152950,18-DEC-2023,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,21809.0,21809.0,21701.0,21731.3,21731.3,3508,38153.95,456100,11400,18-DEC-2023,
FUTSTK,AARTIIND,28-Dec-2023,0.0,XX,596.25,605.5,592.0,603.4,603.4,5517,33085.29,9964000,-202000,18-DEC-2023,
FUTSTK,AARTIIND,25-Jan-2024,0.0,XX,600.25,610.15,596.05,608.35,608.35,1571,9498.1,2857000,378000,18-DEC-2023,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,602.7,615.0,602.7,612.9,612.9,310,1891.37,688000,254000,18-DEC-2023,
FUTSTK,ABB,28-Dec-2023,0.0,XX,4840.75,4978.0,4790.1,4910.55,4910.55,5351,32844.08,1133250,41625,18-DEC-2023,
FUTSTK,ABB,25-Jan-2024,0.0,XX,4836.7,5010.0,4836.7,4943.25,4943.25,493,3044.92,63125,8500,18-DEC-2023,
FUTSTK,ABB,29-Feb-2024,0.0,XX,4895.0,5020.0,4895.0,4985.65,4954.85,14,87.02,3500,1250,18-DEC-2023,
FUTSTK,ABBOTINDIA,28-Dec-2023,0.0,XX,22869.35,23025.0,22720.15,22851.1,22851.1,1102,10093.95,120720,5000,18-DEC-2023,
FUTSTK,ABBOTINDIA,25-Jan-2024,0.0,XX,22978.7,23198.5,22978.7,23028.55,23028.55,120,1107.97,5040,1720,18-DEC-2023,
FUTSTK,ABBOTINDIA,29-Feb-2024,0.0,XX,23200.0,23313.95,23200.0,23313.95,23089.75,4,37.18,280,120,18-DEC-2023,
FUTSTK,ABCAPITAL,28-Dec-2023,0.0,XX,166.2,167.25,164.8,166.4,166.4,1632,14655.64,70880400,912600,18-DEC-2023,
FUTSTK,ABCAPITAL,25-Jan-2024,0.0,XX,167.75,168.6,166.25,167.65,167.65,523,4734.94,5427000,1090800,18-DEC-2023,
FUTSTK,ABCAPITAL,29-Feb-2024,0.0,XX,168.2,169.6,168.0,169.2,169.2,20,182.03,669600,97200,18-DEC-2023,
