INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,24-Nov-2022,0.0,XX,42350.0,42438.7,42053.4,42293.3,42293.3,171913,1816325.86,2656425,377650,11-NOV-2022,
FUTIDX,BANKNIFTY,29-Dec-2022,0.0,XX,42500.0,42629.0,42251.05,42492.6,42492.6,11618,123342.61,382450,9775,11-NOV-2022,
FUTIDX,BANKNIFTY,25-Jan-2023,0.0,XX,42589.95,42772.1,42411.45,42643.0,42643.0,3112,33144.23,46050,11725,11-NOV-2022,
FUTIDX,FINNIFTY,29-Nov-2022,0.0,XX,18871.8,19162.0,18866.05,19096.65,19096.65,495,3767.1,7960,3680,11-NOV-2022,
FUTIDX,FINNIFTY,27-Dec-2022,0.0,XX,19007.15,19354.25,19007.15,19176.35,19176.35,7,53.65,400,40,11-NOV-2022,
FUTIDX,FINNIFTY,31-Jan-2023,0.0,XX,19250.0,19250.0,19222.0,19222.0,19222.0,2,15.38,160,40,11-NOV-2022,
FUTIDX,MIDCPNIFTY,15-Nov-2022,0.0,XX,0.0,0.0,0.0,7745.8,7336.75,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,22-Nov-2022,0.0,XX,0.0,0.0,0.0,7574.7,7345.75,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,29-Nov-2022,0.0,XX,0.0,0.0,0.0,7448.0,7354.8,0,0.0,75,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,06-Dec-2022,0.0,XX,0.0,0.0,0.0,7402.15,7363.85,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,13-Dec-2022,0.0,XX,0.0,0.0,0.0,7297.35,7373.45,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,20-Dec-2022,0.0,XX,0.0,0.0,0.0,7427.0,7382.65,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,27-Dec-2022,0.0,XX,0.0,0.0,0.0,7179.15,7391.85,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,03-Jan-2023,0.0,XX,0.0,0.0,0.0,7579.9,7401.05,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,10-Jan-2023,0.0,XX,0.0,0.0,0.0,7600.1,7410.25,0,0.0,0,0,11-NOV-2022,
FUTIDX,MIDCPNIFTY,31-Jan-2023,0.0,XX,0.0,0.0,0.0,7413.7,7438.0,0,0.0,0,0,11-NOV-2022,
FUTIDX,NIFTY,24-Nov-2022,0.0,XX,18332.55,18439.95,18320.0,18424.0,18424.0,190271,1748504.68,12349350,195300,11-NOV-2022,
FUTIDX,NIFTY,29-Dec-2022,0.0,XX,18420.0,18600.0,18405.0,18514.45,18514.45,20300,187436.62,1688150,16500,11-NOV-2022,
FUTIDX,NIFTY,25-Jan-2023,0.0,XX,18500.05,18589.9,18464.05,18576.65,18576.65,5818,53891.12,327000,30400,11-NOV-2022,
FUTSTK,AARTIIND,24-Nov-2022,0.0,XX,715.0,721.95,713.5,717.0,717.0,642,3913.94,1609050,-103700,11-NOV-2022,
FUTSTK,AARTIIND,29-Dec-2022,0.0,XX,716.2,717.35,711.15,714.6,714.6,58,352.14,183600,10200,11-NOV-2022,
FUTSTK,AARTIIND,25-Jan-2023,0.0,XX,707.9,716.2,707.9,714.95,714.95,9,54.44,34850,5950,11-NOV-2022,
FUTSTK,ABB,24-Nov-2022,0.0,XX,3219.8,3232.0,3114.0,3162.3,3162.3,3760,29747.1,1542750,39750,11-NOV-2022,
FUTSTK,ABB,29-Dec-2022,0.0,XX,3216.55,3220.25,3113.3,3154.85,3154.85,131,1032.26,91500,9250,11-NOV-2022,
FUTSTK,ABB,25-Jan-2023,0.0,XX,3200.0,3200.0,3200.0,3200.0,3198.25,1,8.0,750,250,11-NOV-2022,
FUTSTK,ABBOTINDIA,24-Nov-2022,0.0,XX,19379.05,19650.0,19215.0,19371.45,19371.45,437,3405.03,46280,-2040,11-NOV-2022,
FUTSTK,ABBOTINDIA,29-Dec-2022,0.0,XX,19561.85,19685.45,19400.0,19485.05,19485.05,12,93.87,1480,40,11-NOV-2022,
FUTSTK,ABBOTINDIA,25-Jan-2023,0.0,XX,0.0,0.0,0.0,19748.95,19574.2,0,0.0,80,0,11-NOV-2022,
FUTSTK,ABCAPITAL,24-Nov-2022,0.0,XX,131.7,131.9,128.5,129.35,129.35,1235,8668.81,24116400,1074600,11-NOV-2022,
FUTSTK,ABCAPITAL,29-Dec-2022,0.0,XX,132.15,132.2,129.5,130.05,130.05,81,572.07,793800,54000,11-NOV-2022,
FUTSTK,ABCAPITAL,25-Jan-2023,0.0,XX,130.2,130.2,130.2,130.2,130.2,1,7.03,199800,0,11-NOV-2022,
FUTSTK,ABFRL,24-Nov-2022,0.0,XX,317.65,321.4,313.55,320.15,320.15,2429,20099.89,12056200,36400,11-NOV-2022,
FUTSTK,ABFRL,29-Dec-2022,0.0,XX,319.7,323.05,315.0,321.75,321.75,235,1949.27,696800,2600,11-NOV-2022,
FUTSTK,ABFRL,25-Jan-2023,0.0,XX,319.5,324.35,319.4,324.05,324.05,11,92.06,62400,10400,11-NOV-2022,
FUTSTK,ACC,24-Nov-2022,0.0,XX,2426.2,2441.95,2391.65,2403.25,2403.25,1815,10948.03,3778500,-16500,11-NOV-2022,
FUTSTK,ACC,29-Dec-2022,0.0,XX,2451.65,2451.65,2408.6,2418.3,2418.3,132,800.97,106750,7500,11-NOV-2022,
FUTSTK,ACC,25-Jan-2023,0.0,XX,0.0,0.0,0.0,2432.15,2422.75,9,55.27,11500,2250,11-NOV-2022,
FUTSTK,ADANIENT,24-Nov-2022,0.0,XX,4051.25,4065.8,3991.85,4029.6,4029.6,10880,109628.19,13572000,-254250,11-NOV-2022,
FUTSTK,ADANIENT,29-Dec-2022,0.0,XX,4080.0,4085.45,4017.65,4052.2,4052.2,722,7316.59,438250,-10500,11-NOV-2022,
FUTSTK,ADANIENT,25-Jan-2023,0.0,XX,4094.0,4095.0,4050.2,4073.2,4073.2,80,815.22,68500,2250,11-NOV-2022,
FUTSTK,ADANIPORTS,24-Nov-2022,0.0,XX,908.65,912.0,895.35,899.95,899.95,22007,124349.75,74128125,-422500,11-NOV-2022,
FUTSTK,ADANIPORTS,29-Dec-2022,0.0,XX,914.0,922.55,900.75,905.45,905.45,1496,8506.35,1319375,200000,11-NOV-2022,
FUTSTK,ADANIPORTS,25-Jan-2023,0.0,XX,915.85,922.0,907.4,911.0,911.0,109,622.87,176875,9375,11-NOV-2022,
FUTSTK,ALKEM,24-Nov-2022,0.0,XX,3190.25,3224.95,3083.0,3174.25,3174.25,3374,21333.68,277800,19000,11-NOV-2022,
FUTSTK,ALKEM,29-Dec-2022,0.0,XX,3191.0,3218.7,3083.85,3167.7,3167.7,28,177.38,10400,1800,11-NOV-2022,
FUTSTK,ALKEM,25-Jan-2023,0.0,XX,0.0,0.0,0.0,3185.0,3216.0,0,0.0,600,0,11-NOV-2022,
FUTSTK,AMARAJABAT,24-Nov-2022,0.0,XX,633.0,636.0,614.0,626.35,626.35,3885,24265.96,6732000,-276000,11-NOV-2022,
FUTSTK,AMARAJABAT,29-Dec-2022,0.0,XX,635.85,636.85,616.0,627.4,627.4,337,2102.96,377000,2000,11-NOV-2022,
FUTSTK,AMBUJACEM,24-Nov-2022,0.0,XX,567.7,569.5,557.5,560.8,560.8,6362,64453.12,70570800,1627200,11-NOV-2022,
FUTSTK,AMBUJACEM,29-Dec-2022,0.0,XX,570.95,571.55,561.2,564.0,564.0,367,3746.28,1366200,212400,11-NOV-2022,
FUTSTK,AMBUJACEM,25-Jan-2023,0.0,XX,571.0,572.95,564.5,566.95,566.95,27,276.22,322200,25200,11-NOV-2022,
FUTSTK,APOLLOHOSP,24-Nov-2022,0.0,XX,4400.0,4565.65,4362.5,4442.5,4442.5,16814,93779.03,1819000,86375,11-NOV-2022,
FUTSTK,APOLLOHOSP,29-Dec-2022,0.0,XX,4396.45,4592.25,4366.0,4468.7,4468.7,510,2858.75,29625,-1500,11-NOV-2022,
FUTSTK,APOLLOHOSP,25-Jan-2023,0.0,XX,4430.0,4575.9,4430.0,4496.95,4496.95,23,129.69,1375,-500,11-NOV-2022,
FUTSTK,APOLLOTYRE,24-Nov-2022,0.0,XX,298.15,300.5,291.05,291.9,291.9,2088,21596.26,14434000,-318500,11-NOV-2022,
FUTSTK,APOLLOTYRE,29-Dec-2022,0.0,XX,299.2,301.35,292.3,293.4,293.4,100,1039.78,518000,-14000,11-NOV-2022,
FUTSTK,APOLLOTYRE,25-Jan-2023,0.0,XX,301.0,301.55,297.5,297.5,294.2,7,73.42,59500,3500,11-NOV-2022,
FUTSTK,ASHOKLEY,24-Nov-2022,0.0,XX,153.5,154.6,145.9,148.7,148.7,11412,85150.75,75130000,6520000,11-NOV-2022,
FUTSTK,ASHOKLEY,29-Dec-2022,0.0,XX,153.3,155.1,146.8,149.6,149.6,642,4800.95,2685000,805000,11-NOV-2022,
FUTSTK,ASHOKLEY,25-Jan-2023,0.0,XX,155.65,155.65,147.95,150.4,150.4,50,376.22,250000,85000,11-NOV-2022,
FUTSTK,ASIANPAINT,24-Nov-2022,0.0,XX,3101.55,3102.75,3066.1,3073.15,3073.15,5267,32454.45,6215200,-92800,11-NOV-2022,
FUTSTK,ASIANPAINT,29-Dec-2022,0.0,XX,3100.4,3120.1,3085.0,3092.35,3092.35,503,3117.43,313400,24600,11-NOV-2022,
FUTSTK,ASIANPAINT,25-Jan-2023,0.0,XX,3120.0,3131.1,3105.0,3109.5,3109.5,30,186.85,29600,2800,11-NOV-2022,
FUTSTK,ASTRAL,24-Nov-2022,0.0,XX,2099.95,2126.0,2049.2,2065.85,2065.85,1370,7824.72,1161600,-14850,11-NOV-2022,
FUTSTK,ASTRAL,29-Dec-2022,0.0,XX,2100.0,2104.9,2065.0,2072.65,2072.65,66,378.35,25300,4125,11-NOV-2022,
FUTSTK,ASTRAL,25-Jan-2023,0.0,XX,0.0,0.0,0.0,2130.0,2089.7,0,0.0,825,0,11-NOV-2022,
FUTSTK,ATUL,24-Nov-2022,0.0,XX,8341.75,8434.75,8280.1,8345.6,8345.6,574,3591.55,133425,-9375,11-NOV-2022,
FUTSTK,ATUL,29-Dec-2022,0.0,XX,8443.15,8451.85,8329.85,8397.0,8397.0,28,175.84,3600,525,11-NOV-2022,
FUTSTK,ATUL,25-Jan-2023,0.0,XX,0.0,0.0,0.0,8300.0,8453.5,0,0.0,75,0,11-NOV-2022,
FUTSTK,AUBANK,24-Nov-2022,0.0,XX,639.0,647.95,621.4,623.35,623.35,2851,17930.94,7400000,173000,11-NOV-2022,
FUTSTK,AUBANK,29-Dec-2022,0.0,XX,635.65,637.45,618.4,619.85,619.85,517,3230.97,533000,211000,11-NOV-2022,
FUTSTK,AUBANK,25-Jan-2023,0.0,XX,624.95,627.35,617.0,618.1,618.1,17,105.47,31000,6000,11-NOV-2022,
FUTSTK,AUROPHARMA,24-Nov-2022,0.0,XX,487.15,498.35,482.3,491.0,491.0,9848,48214.04,13152000,-838000,11-NOV-2022,
FUTSTK,AUROPHARMA,29-Dec-2022,0.0,XX,490.25,501.85,485.5,493.55,493.55,922,4542.07,1157000,113000,11-NOV-2022,
FUTSTK,AUROPHARMA,25-Jan-2023,0.0,XX,490.0,502.5,488.05,497.0,497.0,62,307.1,110000,-1000,11-NOV-2022,
FUTSTK,AXISBANK,24-Nov-2022,0.0,XX,850.9,858.5,848.85,856.25,856.25,21461,220116.2,55304400,1267200,11-NOV-2022,
FUTSTK,AXISBANK,29-Dec-2022,0.0,XX,854.0,862.9,853.45,860.85,860.85,1938,19975.21,3309600,810000,11-NOV-2022,
FUTSTK,AXISBANK,25-Jan-2023,0.0,XX,860.05,867.3,859.7,865.55,865.55,108,1119.48,200400,12000,11-NOV-2022,
FUTSTK,BAJAJ-AUTO,24-Nov-2022,0.0,XX,3781.9,3803.3,3730.7,3751.05,3751.05,1995,18767.96,1314000,12250,11-NOV-2022,
FUTSTK,BAJAJ-AUTO,29-Dec-2022,0.0,XX,3783.05,3805.0,3737.55,3756.0,3756.0,48,452.25,38000,750,11-NOV-2022,
FUTSTK,BAJAJ-AUTO,25-Jan-2023,0.0,XX,3759.7,3759.7,3759.7,3759.7,3777.6,1,9.39,2000,0,11-NOV-2022,
FUTSTK,BAJAJFINSV,24-Nov-2022,0.0,XX,1750.0,1756.5,1717.35,1728.95,1728.95,5056,43931.67,6263000,-96000,11-NOV-2022,
