INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,31-Aug-2023,0.0,XX,44705.3,45009.95,44525.0,44559.1,44559.1,246004,1650099.03,1577385,-259725,24-AUG-2023,
FUTIDX,BANKNIFTY,28-Sep-2023,0.0,XX,44880.5,45248.7,44801.1,44835.55,44835.55,30258,204352.24,493245,86610,24-AUG-2023,
FUTIDX,BANKNIFTY,26-Oct-2023,0.0,XX,45190.95,45455.0,45050.0,45078.45,45078.45,5195,35262.45,103455,25155,24-AUG-2023,
FUTIDX,FINNIFTY,29-Aug-2023,0.0,XX,19755.0,19935.05,19726.5,19740.95,19740.95,1520,12056.17,78240,-12920,24-AUG-2023,
FUTIDX,FINNIFTY,26-Sep-2023,0.0,XX,19820.8,20000.0,19820.8,19832.55,19832.55,255,2031.25,17360,5120,24-AUG-2023,
FUTIDX,FINNIFTY,31-Oct-2023,0.0,XX,19905.0,20176.05,19905.0,19921.7,19984.5,15,119.67,640,200,24-AUG-2023,
FUTIDX,MIDCPNIFTY,28-Aug-2023,0.0,XX,8800.0,8848.35,8794.9,8803.3,8803.3,1006,6656.81,78525,-5475,24-AUG-2023,
FUTIDX,MIDCPNIFTY,25-Sep-2023,0.0,XX,8841.05,8849.95,8792.1,8804.15,8804.15,59,390.42,3975,2325,24-AUG-2023,
FUTIDX,MIDCPNIFTY,30-Oct-2023,0.0,XX,8835.0,8835.0,8835.0,8835.0,8928.1,1,6.62,225,-75,24-AUG-2023,
FUTIDX,NIFTY,31-Aug-2023,0.0,XX,19500.0,19575.0,19376.0,19395.6,19395.6,124939,1216939.46,9547400,-219350,24-AUG-2023,
FUTIDX,NIFTY,28-Sep-2023,0.0,XX,19618.9,19680.65,19495.25,19510.5,19510.5,22425,219752.7,2840750,50450,24-AUG-2023,
FUTIDX,NIFTY,26-Oct-2023,0.0,XX,19699.0,19767.85,19591.05,19605.95,19605.95,4105,40419.87,356300,11400,24-AUG-2023,
FUTSTK,AARTIIND,31-Aug-2023,0.0,XX,464.15,465.0,458.35,459.5,459.5,1477,6829.64,9922000,-325000,24-AUG-2023,
FUTSTK,AARTIIND,28-Sep-2023,0.0,XX,466.1,468.05,462.0,462.65,462.65,1003,4667.93,2312000,408000,24-AUG-2023,
FUTSTK,AARTIIND,26-Oct-2023,0.0,XX,468.55,471.0,465.55,466.3,466.3,49,229.93,211000,16000,24-AUG-2023,
FUTSTK,ABB,31-Aug-2023,0.0,XX,4325.2,4391.9,4320.0,4335.7,4335.7,1610,17521.15,1460750,-88500,24-AUG-2023,
FUTSTK,ABB,28-Sep-2023,0.0,XX,4349.65,4414.2,4346.0,4365.15,4365.15,634,6944.28,106250,43000,24-AUG-2023,
FUTSTK,ABB,26-Oct-2023,0.0,XX,4411.0,4411.0,4400.0,4400.0,4391.3,3,33.02,5000,750,24-AUG-2023,
FUTSTK,ABBOTINDIA,31-Aug-2023,0.0,XX,23271.15,23445.3,23141.65,23201.75,23201.75,365,3400.63,71800,-2400,24-AUG-2023,
FUTSTK,ABBOTINDIA,28-Sep-2023,0.0,XX,23385.15,23593.6,23325.4,23381.6,23381.6,122,1143.15,4960,2200,24-AUG-2023,
FUTSTK,ABBOTINDIA,26-Oct-2023,0.0,XX,0.0,0.0,0.0,23638.0,23454.4,0,0.0,480,0,24-AUG-2023,
FUTSTK,ABCAPITAL,31-Aug-2023,0.0,XX,186.5,188.55,184.05,184.55,184.55,1291,12974.93,22329000,10800,24-AUG-2023,
FUTSTK,ABCAPITAL,28-Sep-2023,0.0,XX,188.8,189.5,185.2,185.6,185.6,535,5410.87,5059800,1182600,24-AUG-2023,
