INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,30-Sep-2021,0.0,XX,38051.5,38174.9,37720.0,37854.3,37854.3,120686,1143218.43,1573100,-151675,24-SEP-2021,
FUTIDX,BANKNIFTY,28-Oct-2021,0.0,XX,38110.15,38290.0,37850.0,37984.6,37984.6,17817,169363.58,333425,20625,24-SEP-2021,
FUTIDX,BANKNIFTY,25-Nov-2021,0.0,XX,38489.95,38489.95,37983.0,38109.7,38109.7,1223,11661.79,48950,2750,24-SEP-2021,
FUTIDX,FINNIFTY,30-Sep-2021,0.0,XX,18699.95,18712.25,18537.9,18649.9,18649.9,85,633.41,2680,-1000,24-SEP-2021,
FUTIDX,FINNIFTY,07-Oct-2021,0.0,XX,0.0,0.0,0.0,17306.15,18654.25,0,0.0,0,0,24-SEP-2021,
FUTIDX,FINNIFTY,14-Oct-2021,0.0,XX,0.0,0.0,0.0,17346.9,18667.3,0,0.0,0,0,24-SEP-2021,
FUTIDX,FINNIFTY,21-Oct-2021,0.0,XX,0.0,0.0,0.0,17386.7,18680.4,0,0.0,0,0,24-SEP-2021,
FUTIDX,FINNIFTY,28-Oct-2021,0.0,XX,18495.0,18700.0,18495.0,18681.85,18681.85,10,74.67,1480,320,24-SEP-2021,
FUTIDX,FINNIFTY,03-Nov-2021,0.0,XX,0.0,0.0,0.0,18299.85,18708.15,0,0.0,0,0,24-SEP-2021,
FUTIDX,FINNIFTY,11-Nov-2021,0.0,XX,0.0,0.0,0.0,18274.65,18723.85,0,0.0,0,0,24-SEP-2021,
FUTIDX,FINNIFTY,18-Nov-2021,0.0,XX,0.0,0.0,0.0,18477.9,18737.55,0,0.0,0,0,24-SEP-2021,
FUTIDX,FINNIFTY,25-Nov-2021,0.0,XX,18645.0,18645.0,18645.0,18645.0,18751.3,1,7.45,80,0,24-SEP-2021,
FUTIDX,FINNIFTY,02-Dec-2021,0.0,XX,0.0,0.0,0.0,18702.75,18765.05,0,0.0,0,0,24-SEP-2021,
FUTIDX,NIFTY,30-Sep-2021,0.0,XX,17894.95,17935.0,17820.0,17853.6,17853.6,125636,1122857.52,12059850,-253350,24-SEP-2021,
FUTIDX,NIFTY,28-Oct-2021,0.0,XX,17900.0,17968.0,17852.0,17882.1,17882.1,28831,258213.89,2871150,457450,24-SEP-2021,
FUTIDX,NIFTY,25-Nov-2021,0.0,XX,17975.6,17989.95,17880.0,17907.8,17907.8,3087,27689.79,388550,23500,24-SEP-2021,
