TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-07-25,2025-07-25,FO,NSE,STO,48217,,ABCAPITAL,,2025-08-28,2025-08-28,320.0,PE,ABCAPITAL25AUG320PE,0.0,0.0,0.0,64.2,0.0,64.2,260.35,58.6,0,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,45362,,ABCAPITAL,,2025-07-31,2025-07-31,320.0,CE,ABCAPITAL25JUL320CE,0.05,0.05,0.05,0.05,0.05,0.05,260.35,0.05,536300,-170500,80,79372400.0,30,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,74966,,ABCAPITAL,,2025-08-28,2025-08-28,220.0,CE,ABCAPITAL25AUG220CE,42.7,42.7,38.5,38.5,38.5,20.75,260.35,42.65,12400,12400,4,3219040.0,4,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,63010,,ABCAPITAL,,2025-09-30,2025-09-30,320.0,CE,ABCAPITAL25SEP320CE,0.0,0.0,0.0,10.3,0.0,10.3,260.35,3.2,0,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,59002,,ABCAPITAL,,2025-07-31,2025-07-31,260.0,PE,ABCAPITAL25JUL260PE,2.0,6.15,2.0,4.05,3.95,0.95,260.35,4.05,1295800,-201500,1820,1492194610.0,1679,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,74844,,ABCAPITAL,,2025-07-31,2025-07-31,272.5,PE,ABCAPITAL25JUL272.5PE,13.25,16.55,11.65,13.55,13.15,5.2,260.35,13.55,186000,-34100,39,34609795.0,39,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,38796,,ABCAPITAL,,2025-08-28,2025-08-28,290.0,CE,ABCAPITAL25AUG290CE,1.6,1.85,1.4,1.75,1.8,3.35,260.35,1.75,378200,34100,134,121133120.0,127,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,63004,,ABCAPITAL,,2025-09-30,2025-09-30,290.0,CE,ABCAPITAL25SEP290CE,0.0,0.0,0.0,19.6,0.0,19.6,260.35,8.45,0,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,58993,,ABCAPITAL,,2025-07-31,2025-07-31,235.0,CE,ABCAPITAL25JUL235CE,0.0,0.0,0.0,31.45,31.45,31.45,260.35,25.7,117800,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,43669,,ABCAPITAL,,2025-08-28,2025-08-28,300.0,CE,ABCAPITAL25AUG300CE,0.9,1.1,0.8,1.0,1.0,2.0,260.35,1.0,917600,387500,202,188466825.0,181,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,63000,,ABCAPITAL,,2025-09-30,2025-09-30,270.0,CE,ABCAPITAL25SEP270CE,0.0,0.0,0.0,28.8,0.0,28.8,260.35,15.0,0,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,74977,,ABCAPITAL,,2025-08-28,2025-08-28,245.0,PE,ABCAPITAL25AUG245PE,3.35,3.65,2.9,3.35,3.35,1.45,260.35,3.35,37200,31000,26,20013445.0,26,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,74984,,ABCAPITAL,,2025-08-28,2025-08-28,265.0,CE,ABCAPITAL25AUG265CE,7.25,8.25,6.0,7.45,7.45,13.2,260.35,7.45,158100,142600,81,68269750.0,76,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,63003,,ABCAPITAL,,2025-09-30,2025-09-30,280.0,PE,ABCAPITAL25SEP280PE,0.0,0.0,0.0,22.6,0.0,22.6,260.35,27.9,0,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,49515,,ABCAPITAL,,2025-07-31,2025-07-31,265.0,PE,ABCAPITAL25JUL265PE,4.45,9.95,4.45,7.35,7.0,2.05,260.35,7.35,570400,-198400,375,316901995.0,349,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,49513,,ABCAPITAL,,2025-07-31,2025-07-31,255.0,PE,ABCAPITAL25JUL255PE,2.1,3.35,1.6,2.05,1.9,0.45,260.35,2.05,533200,151900,1249,996954885.0,1078,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,74976,,ABCAPITAL,,2025-08-28,2025-08-28,245.0,CE,ABCAPITAL25AUG245CE,0.0,0.0,0.0,10.95,0.0,10.95,260.35,22.5,0,0,0,0.0,0,F1,3100,,,,,
2025-07-25,2025-07-25,FO,NSE,STO,74968,,ABCAPITAL,,2025-08-28,2025-08-28,225.0,CE,ABCAPITAL25AUG225CE,0.0,0.0,0.0,18.4,0.0,18.4,260.35,38.2,0,0,0,0.0,0,F1,3100,,,,,
