TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-01-13,2026-01-13,FO,NSE,STO,69436,,ABCAPITAL,,2026-02-24,2026-02-24,390.0,CE,ABCAPITAL26FEB390CE,0.0,0.0,0.0,13.3,0.0,13.3,350.85,3.7,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,61487,,ABCAPITAL,,2026-01-27,2026-01-27,350.0,PE,ABCAPITAL26JAN350PE,4.6,10.3,3.75,6.85,6.95,5.4,350.85,6.85,3831600,976500,1882,2085487180.0,1763,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,57406,,ABCAPITAL,,2026-02-24,2026-02-24,345.0,PE,ABCAPITAL26FEB345PE,0.0,0.0,0.0,17.05,0.0,17.05,350.85,11.05,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,61489,,ABCAPITAL,,2026-01-27,2026-01-27,360.0,PE,ABCAPITAL26JAN360PE,8.55,16.95,7.8,12.5,12.5,9.85,350.85,12.5,926900,-15500,528,607605425.0,494,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,61473,,ABCAPITAL,,2026-01-27,2026-01-27,300.0,PE,ABCAPITAL26JAN300PE,0.25,0.4,0.2,0.3,0.3,0.3,350.85,0.05,217000,-3100,16,14895500.0,15,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,57614,,ABCAPITAL,,2026-03-30,2026-03-30,390.0,CE,ABCAPITAL26MAR390CE,0.0,0.0,0.0,13.65,0.0,13.65,350.85,8.05,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,57602,,ABCAPITAL,,2026-03-30,2026-03-30,340.0,CE,ABCAPITAL26MAR340CE,0.0,0.0,0.0,33.6,0.0,33.6,350.85,27.85,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,69443,,ABCAPITAL,,2026-02-24,2026-02-24,410.0,CE,ABCAPITAL26FEB410CE,0.0,0.0,0.0,2.7,2.65,2.7,350.85,1.45,272800,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,69421,,ABCAPITAL,,2026-02-24,2026-02-24,360.0,CE,ABCAPITAL26FEB360CE,14.55,14.9,9.8,11.85,12.1,14.1,350.85,11.85,151900,43400,40,46036550.0,33,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,57407,,ABCAPITAL,,2026-02-24,2026-02-24,355.0,CE,ABCAPITAL26FEB355CE,0.0,0.0,0.0,19.7,0.0,19.7,350.85,14.0,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,69163,,ABCAPITAL,,2026-01-27,2026-01-27,315.0,CE,ABCAPITAL26JAN315CE,0.0,0.0,0.0,35.5,35.5,35.5,350.85,36.8,3100,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,57416,,ABCAPITAL,,2026-02-24,2026-02-24,385.0,PE,ABCAPITAL26FEB385PE,0.0,0.0,0.0,41.5,0.0,41.5,350.85,36.3,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,61488,,ABCAPITAL,,2026-01-27,2026-01-27,360.0,CE,ABCAPITAL26JAN360CE,6.65,7.9,3.3,4.55,4.4,6.65,350.85,4.55,2278500,356500,2458,2782630835.0,2027,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,69331,,ABCAPITAL,,2026-02-24,2026-02-24,330.0,CE,ABCAPITAL26FEB330CE,0.0,0.0,0.0,37.75,0.0,37.75,350.85,28.7,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,61483,,ABCAPITAL,,2026-01-27,2026-01-27,330.0,PE,ABCAPITAL26JAN330PE,1.0,2.65,0.85,1.5,1.45,1.3,350.85,1.5,933100,142600,303,311579450.0,233,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,69178,,ABCAPITAL,,2026-01-27,2026-01-27,385.0,PE,ABCAPITAL26JAN385PE,0.0,0.0,0.0,29.65,29.0,29.65,350.85,34.05,58900,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,57402,,ABCAPITAL,,2026-02-24,2026-02-24,325.0,PE,ABCAPITAL26FEB325PE,0.0,0.0,0.0,9.25,0.0,9.25,350.85,4.45,0,0,0,0.0,0,F1,3100,,,,,
2026-01-13,2026-01-13,FO,NSE,STO,69434,,ABCAPITAL,,2026-02-24,2026-02-24,380.0,PE,ABCAPITAL26FEB380PE,0.0,0.0,0.0,44.95,0.0,44.95,350.85,32.4,0,0,0,0.0,0,F1,3100,,,,,
