INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,28-Apr-2022,0.0,XX,36407.0,37250.0,36337.05,37201.65,37201.65,216798,2001372.37,2865725,-840725,01-APR-2022,
FUTIDX,BANKNIFTY,26-May-2022,0.0,XX,36515.6,37374.4,36438.7,37310.2,37310.2,57224,531064.21,1047875,-1004200,01-APR-2022,
FUTIDX,BANKNIFTY,30-Jun-2022,0.0,XX,36666.65,37462.0,36569.0,37416.5,37416.5,1956,18159.27,17350,17350,01-APR-2022,
FUTIDX,FINNIFTY,26-Apr-2022,0.0,XX,17147.1,17500.0,17147.1,17491.3,17491.3,35,242.45,1560,160,01-APR-2022,
FUTIDX,FINNIFTY,31-May-2022,0.0,XX,17445.0,17445.0,17445.0,17445.0,17589.35,1,6.97,280,0,01-APR-2022,
FUTIDX,FINNIFTY,28-Jun-2022,0.0,XX,0.0,0.0,0.0,17013.9,17646.65,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,05-Apr-2022,0.0,XX,0.0,0.0,0.0,7655.4,7399.6,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,12-Apr-2022,0.0,XX,0.0,0.0,0.0,7447.95,7405.45,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,19-Apr-2022,0.0,XX,0.0,0.0,0.0,7363.45,7411.3,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,26-Apr-2022,0.0,XX,7321.05,7450.05,7321.05,7429.8,7429.8,17,94.4,825,-75,01-APR-2022,
FUTIDX,MIDCPNIFTY,02-May-2022,0.0,XX,0.0,0.0,0.0,7060.05,7422.95,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,10-May-2022,0.0,XX,0.0,0.0,0.0,6721.4,7429.85,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,17-May-2022,0.0,XX,0.0,0.0,0.0,6981.6,7435.9,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,24-May-2022,0.0,XX,0.0,0.0,0.0,7209.4,7441.95,0,0.0,0,0,01-APR-2022,
FUTIDX,MIDCPNIFTY,31-May-2022,0.0,XX,7471.45,7471.45,7331.3,7331.3,7448.0,2,11.1,750,75,01-APR-2022,
FUTIDX,MIDCPNIFTY,28-Jun-2022,0.0,XX,0.0,0.0,0.0,7278.05,7472.25,0,0.0,0,0,01-APR-2022,
