INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,MINDTREE,29-Jul-2021,2000.0,PE,0.0,0.0,0.0,161.6,121.9,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,M&M,24-Jun-2021,600.0,CE,0.0,0.0,0.0,206.9,166.0,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,BHARTIARTL,29-Jul-2021,400.0,PE,0.0,0.0,0.0,3.45,1.55,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,SBILIFE,27-May-2021,1120.0,PE,0.0,0.0,0.0,250.8,147.2,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,RAMCOCEM,29-Jul-2021,780.0,PE,0.0,0.0,0.0,9.0,11.85,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,ADANIENT,24-Jun-2021,1360.0,PE,0.0,0.0,0.0,354.25,152.65,0.0,0.0,0.0,0.0,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,34000.0,PE,0.0,0.0,0.0,2721.6,2815.2,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,ALKEM,24-Jun-2021,3320.0,CE,0.0,0.0,0.0,26.45,46.35,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,IOC,29-Jul-2021,120.0,PE,0.0,0.0,0.0,30.55,18.6,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,MPHASIS,29-Jul-2021,1300.0,PE,0.0,0.0,0.0,15.45,9.5,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,ACC,29-Jul-2021,2020.0,PE,0.0,0.0,0.0,216.9,202.7,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,AARTIIND,29-Jul-2021,1060.0,PE,0.0,0.0,0.0,5.9,1.15,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,KOTAKBANK,27-May-2021,1940.0,PE,0.0,0.0,0.0,192.95,225.95,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,NAUKRI,24-Jun-2021,5900.0,PE,0.0,0.0,0.0,1562.45,1543.9,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,RBLBANK,24-Jun-2021,250.0,PE,0.0,0.0,0.0,55.8,64.65,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,NAUKRI,29-Jul-2021,4500.0,CE,0.0,0.0,0.0,852.55,400.1,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,TATACHEM,24-Jun-2021,780.0,PE,0.0,0.0,0.0,93.9,82.2,0.0,0.0,0.0,0.0,12-May-2021
OPTIDX,NIFTY,12-May-2021,14850.0,PE,80.0,203.4,70.3,158.75,14696.5,223122.0,2503384.83,243300.0,-814350.0,12-May-2021
OPTSTK,NATIONALUM,24-Jun-2021,74.0,CE,0.0,0.0,0.0,0.7,6.4,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,COALINDIA,29-Jul-2021,140.0,PE,0.0,0.0,0.0,16.95,5.5,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,AUROPHARMA,27-May-2021,800.0,PE,1.6,1.85,1.0,1.0,0.5,22.0,114.61,47450.0,0.0,12-May-2021
OPTSTK,GRASIM,27-May-2021,1440.0,CE,51.3,51.3,31.0,32.5,32.5,219.0,1538.24,34200.0,8075.0,12-May-2021
OPTSTK,SHREECEM,24-Jun-2021,30500.0,PE,0.0,0.0,0.0,3987.45,3979.25,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,APOLLOHOSP,27-May-2021,3250.0,PE,113.6,149.15,113.6,145.95,145.95,32.0,270.98,5250.0,1750.0,12-May-2021
OPTSTK,PFIZER,24-Jun-2021,5500.0,PE,0.0,0.0,0.0,1113.5,363.75,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,BPCL,27-May-2021,490.0,PE,0.0,0.0,0.0,34.0,45.2,0.0,0.0,1800.0,0.0,12-May-2021
OPTSTK,NATIONALUM,24-Jun-2021,65.0,CE,0.0,0.0,0.0,12.85,12.0,0.0,0.0,17000.0,0.0,12-May-2021
OPTSTK,HCLTECH,27-May-2021,750.0,CE,0.0,0.0,0.0,199.4,157.45,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,GMRINFRA,24-Jun-2021,30.0,PE,0.0,0.0,0.0,6.6,5.2,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,BHARTIARTL,24-Jun-2021,450.0,PE,0.0,0.0,0.0,18.2,2.05,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,WIPRO,27-May-2021,460.0,CE,52.8,52.8,49.0,49.1,50.8,5.0,40.78,40000.0,-6400.0,12-May-2021
OPTSTK,ICICIGI,29-Jul-2021,1540.0,PE,0.0,0.0,0.0,194.35,148.65,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,DEEPAKNTR,27-May-2021,1100.0,PE,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,DIVISLAB,27-May-2021,2700.0,PE,0.0,0.0,0.0,29.1,0.0,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,CUMMINSIND,24-Jun-2021,820.0,PE,0.0,0.0,0.0,54.05,41.25,0.0,0.0,0.0,0.0,12-May-2021
OPTIDX,NIFTY,24-Jun-2021,14550.0,CE,546.35,546.4,546.35,546.4,663.25,2.0,22.64,5325.0,-75.0,12-May-2021
OPTSTK,ZEEL,27-May-2021,150.0,CE,35.85,35.85,35.85,35.85,43.65,1.0,5.57,12000.0,-3000.0,12-May-2021
OPTSTK,SBILIFE,29-Jul-2021,1190.0,PE,0.0,0.0,0.0,264.1,224.25,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,SHREECEM,29-Jul-2021,35000.0,CE,0.0,0.0,0.0,639.15,255.7,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,JUBLFOOD,27-May-2021,3300.0,CE,9.55,9.55,5.2,6.1,6.1,51.0,421.58,13500.0,1500.0,12-May-2021
OPTSTK,UPL,29-Jul-2021,620.0,CE,0.0,0.0,0.0,69.55,112.6,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,ASHOKLEY,29-Jul-2021,105.0,CE,0.0,0.0,0.0,20.25,17.8,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,EXIDEIND,29-Jul-2021,202.5,CE,0.0,0.0,0.0,5.75,7.15,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,INDUSTOWER,27-May-2021,265.0,CE,8.25,8.45,5.95,6.35,6.35,120.0,915.35,232400.0,64400.0,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,29800.0,PE,0.0,0.0,0.0,865.3,427.55,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,NESTLEIND,29-Jul-2021,17900.0,CE,0.0,0.0,0.0,636.95,610.6,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,LT,29-Jul-2021,1520.0,PE,0.0,0.0,0.0,204.05,179.2,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,ASHOKLEY,27-May-2021,105.0,CE,0.0,0.0,0.0,12.5,10.9,0.0,0.0,31500.0,0.0,12-May-2021
OPTSTK,NMDC,27-May-2021,154.75,CE,0.0,0.0,0.0,4.2,48.5,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,PIIND,27-May-2021,3080.0,PE,0.0,0.0,0.0,777.1,404.25,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,GUJGASLTD,27-May-2021,630.0,CE,0.0,0.0,0.0,0.05,0.35,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,COALINDIA,29-Jul-2021,115.0,CE,0.0,0.0,0.0,18.45,40.15,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,ESCORTS,29-Jul-2021,1000.0,PE,0.0,0.0,0.0,35.0,37.25,0.0,0.0,1100.0,0.0,12-May-2021
OPTSTK,ULTRACEMCO,24-Jun-2021,5400.0,PE,0.0,0.0,0.0,92.8,44.95,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,PIIND,29-Jul-2021,2140.0,PE,0.0,0.0,0.0,53.7,32.8,0.0,0.0,0.0,0.0,12-May-2021
FUTSTK,NAM-INDIA,27-May-2021,0.0,XX,352.35,352.85,344.2,346.05,346.05,338.0,1879.66,1110400.0,-137600.0,12-May-2021
OPTSTK,BAJAJFINSV,29-Jul-2021,11000.0,CE,0.0,0.0,0.0,1369.65,1210.1,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,M&M,29-Jul-2021,770.0,CE,0.0,0.0,0.0,55.0,65.25,0.0,0.0,700.0,0.0,12-May-2021
OPTSTK,PFIZER,27-May-2021,5050.0,CE,0.0,0.0,0.0,0.05,361.05,0.0,0.0,0.0,0.0,12-May-2021
OPTSTK,AUROPHARMA,29-Jul-2021,1020.0,PE,0.0,0.0,0.0,129.5,97.95,0.0,0.0,0.0,0.0,12-May-2021
