TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-25,2026-08-25,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15910.0,15980.0,15900.0,15908.61,15905.0,15963.22,,15908.61,,,198,3153748.4,24,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,16028.0,16028.0,15880.0,15950.0,15950.01,16028.0,,15950.0,,,88,1403664.27,25,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15991.0,16023.99,15860.0,15976.21,15975.0,15994.91,,15975.48,,,485,7726563.54,101,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15945.25,15993.2,15897.42,15939.64,15925.0,15993.22,,15936.42,,,239,3809455.54,41,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15905.65,15999.0,15855.01,15920.35,15925.0,15985.57,,15921.35,,,173,2758385.97,45,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,16101.0,16200.0,16100.0,16200.0,16200.0,16160.5,,16177.5,,,621,10037137.23,64,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,16000.0,16000.0,15919.01,15993.19,15999.0,16000.0,,15988.8,,,153,2444383.62,37,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,16005.0,16600.0,16005.0,16010.0,16010.0,16060.03,,16005.0,,,81,1299440.0,10,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15850.01,15950.0,15850.0,15950.0,15950.0,15900.0,,15958.0,,,204,3234361.15,13,F1,1,,,,,
2026-08-25,2026-08-25,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15905.01,15948.99,15850.09,15860.12,15860.12,15900.0,,15860.12,,,22,349400.64,12,F1,1,,,,,
