TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-12,2026-08-12,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15050.01,15149.98,15050.01,15140.0,15140.0,15049.57,,15154.18,,,8,120740.12,8,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15100.0,15189.0,15080.0,15140.36,15179.0,14999.73,,15140.36,,,71,1073060.81,37,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15025.01,15125.0,14949.45,15120.19,15125.0,15024.57,,15120.16,,,186,2805209.2,56,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15200.0,15249.99,15050.0,15142.74,15082.0,15026.91,,15142.74,,,255,3852369.22,37,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15005.01,15136.0,15003.0,15134.2,15135.0,15003.0,,15134.2,,,225,3397299.84,46,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15200.0,15280.0,15200.0,15225.48,15225.02,15153.34,,15225.48,,,192,2923491.29,32,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15006.0,15135.0,15006.0,15100.0,15100.0,15084.0,,15100.0,,,125,1888576.11,27,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15100.0,15134.0,15065.01,15134.0,15134.0,15048.33,,15134.0,,,17,256695.05,5,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15100.0,15195.0,15001.01,15018.64,15001.01,14999.9,,15018.64,,,14,210505.1,3,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15030.0,15125.26,15030.0,15125.26,15125.26,15000.0,,15125.26,,,3,45205.27,3,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15053.01,15053.01,15053.01,15053.01,15053.01,15050.0,,15053.01,,,2,30106.02,1,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,15006.0,15099.9,14961.01,15099.9,15099.9,15050.0,,15099.9,,,21,315554.19,6,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15048.93,15120.0,15048.93,15101.0,15101.0,15048.93,,15101.0,,,279,4214911.11,22,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,15200.0,15200.0,15200.0,15200.0,15200.0,15150.0,,15200.0,,,140,2128000.0,2,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15350.0,15350.0,15100.0,15100.0,15100.0,15000.0,,15100.0,,,2,30450.0,2,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15005.01,15180.0,15005.01,15180.0,15180.0,15000.01,,15067.5,,,31,467505.38,14,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,15150.0,15150.0,15150.0,15150.0,15150.0,14997.0,,15150.0,,,5,75750.0,1,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,14922.28,15220.0,14922.28,15100.0,15100.0,14997.27,,15085.01,,,42,631706.2,9,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15150.0,15200.0,15100.0,15111.0,15111.0,15000.0,,15111.0,,,35,530300.98,10,F1,1,,,,,
2026-08-12,2026-08-12,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15122.0,15200.0,15101.0,15124.18,15120.0,15070.0,,15144.51,,,28,423805.04,18,F1,1,,,,,
