TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-26,2026-08-26,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15905.0,15948.0,15905.0,15946.89,15946.8,15908.61,,15946.89,,,157,2502235.54,20,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15951.01,15989.0,15922.01,15952.83,15922.01,15950.0,,15952.83,,,26,414743.02,17,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15901.01,16000.0,15900.0,15944.0,15940.0,15976.21,,15944.0,,,298,4752286.86,71,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15925.0,15999.99,15901.0,15904.27,15901.0,15939.64,,15904.27,,,176,2806949.98,26,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15950.0,15979.99,15900.0,15909.29,15900.0,15920.35,,15909.29,,,86,1368930.92,23,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,16102.0,16199.98,16061.0,16076.0,16076.0,16200.0,,16076.0,,,391,6293270.18,42,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15915.0,15990.0,15915.0,15951.42,15950.0,15993.19,,15951.42,,,50,797544.11,23,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15609.75,17611.0,15609.75,16000.0,16000.0,16010.0,,15819.88,,,18,289220.75,3,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15870.25,16080.0,15870.1,15870.1,15870.1,15950.0,,15885.55,,,26,414351.6,6,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15949.8,16289.99,15949.8,16289.99,16289.99,15949.0,,16289.99,,,4,64819.77,2,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15865.01,15987.99,15860.12,15939.94,15939.94,15860.12,,15939.94,,,10,158913.16,6,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,15936.92,15999.98,15800.0,15999.98,15999.98,16017.0,,15999.98,,,14,223073.68,7,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15860.58,16199.0,15830.01,15865.56,15850.0,15940.28,,15865.77,,,91,1447309.65,37,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,16190.0,16190.0,16189.99,16189.99,16189.99,16479.98,,16189.99,,,3,48569.98,2,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15969.0,15973.98,15969.0,15973.98,15973.98,15973.98,,15973.98,,,50,798640.24,5,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,16795.6,16795.6,16665.6,16666.53,16668.0,16880.0,,16666.53,,,4,66795.2,4,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,15726.0,15726.0,15726.0,15726.0,15726.0,15990.0,,15726.0,,,1,15726.0,1,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,16050.0,16200.0,15921.0,16014.83,16050.0,16053.2,,16014.21,,,349,5588488.01,46,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15970.0,15970.0,15902.01,15913.0,15913.0,15974.94,,15909.33,,,124,1975866.05,13,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15880.0,15950.0,15870.0,15942.0,15942.0,15944.0,,15929.79,,,146,2320906.37,34,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15950.0,15950.0,15950.0,15950.0,15950.0,15920.0,,15950.0,,,3,47850.0,3,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15935.0,15974.99,15900.0,15901.36,15900.0,15919.14,,15901.61,,,762,12139191.07,115,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,16140.63,16299.99,16051.0,16075.19,16075.19,16140.63,,16075.19,,,1524,24612453.06,72,F1,1,,,,,
2026-08-26,2026-08-26,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,16021.0,16021.0,15952.0,15952.0,15952.0,16018.4,,15962.6,,,29,463997.11,8,F1,1,,,,,
