TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-02,2026-09-02,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15000.0,15000.0,14850.0,14850.0,14850.0,15141.87,,14841.0,,,103,1532731.15,28,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15120.0,15120.0,14850.0,14866.96,14880.0,15160.5,,14866.37,,,274,4093421.71,44,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15000.0,15050.0,14850.0,14860.91,14869.0,15081.0,,14852.61,,,850,12643371.91,125,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15074.0,15074.0,14743.01,14868.88,14850.0,15106.16,,14868.88,,,268,3991313.85,32,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14998.99,14998.99,14822.55,14862.97,14830.01,15088.33,,14862.97,,,208,3092503.12,36,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15025.0,15140.0,14840.0,14891.34,14880.0,15178.2,,14900.38,,,571,8517757.85,128,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15074.0,15074.0,14845.0,14885.57,14855.0,15106.72,,14877.9,,,192,2863500.58,72,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15000.0,15000.0,15000.0,15000.0,15000.0,15621.5,,14825.0,,,2,30000.0,1,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15030.0,15550.0,14652.0,15550.0,15550.0,15600.0,,15300.0,,,13,194851.15,8,F1,1,,,,,
2026-09-02,2026-09-02,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15030.0,15030.0,14710.01,14950.0,14950.0,15025.83,,14975.0,,,27,403442.76,6,F1,1,,,,,
