INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,31-Aug-2023,0.0,XX,45062.95,45073.05,44685.95,45030.45,45030.45,189616,1276226.87,1673865,-96435,09-AUG-2023,
FUTIDX,BANKNIFTY,28-Sep-2023,0.0,XX,45260.0,45296.2,44950.05,45269.6,45269.6,5791,39194.12,283290,12210,09-AUG-2023,
FUTIDX,BANKNIFTY,26-Oct-2023,0.0,XX,45515.5,45525.0,45189.6,45492.3,45492.3,2024,13766.75,51090,390,09-AUG-2023,
FUTIDX,FINNIFTY,29-Aug-2023,0.0,XX,20145.05,20145.65,20005.0,20131.3,20131.3,1378,11065.91,75520,-1240,09-AUG-2023,
FUTIDX,FINNIFTY,26-Sep-2023,0.0,XX,20169.5,20232.15,20098.25,20232.15,20232.15,16,129.01,1920,-80,09-AUG-2023,
FUTIDX,FINNIFTY,31-Oct-2023,0.0,XX,0.0,0.0,0.0,20712.55,20373.0,0,0.0,40,0,09-AUG-2023,
FUTIDX,MIDCPNIFTY,30-Aug-2023,0.0,XX,8562.3,8626.0,8513.25,8593.35,8593.35,1078,6930.7,78000,1650,09-AUG-2023,
FUTIDX,MIDCPNIFTY,27-Sep-2023,0.0,XX,8582.7,8689.95,8569.95,8601.45,8601.45,6,38.69,525,0,09-AUG-2023,
FUTIDX,MIDCPNIFTY,25-Oct-2023,0.0,XX,0.0,0.0,0.0,8610.95,8748.75,0,0.0,75,0,09-AUG-2023,
FUTIDX,NIFTY,31-Aug-2023,0.0,XX,19611.2,19701.9,19512.25,19689.6,19689.6,111410,1091771.28,11023000,-74200,09-AUG-2023,
FUTIDX,NIFTY,28-Sep-2023,0.0,XX,19710.0,19806.9,19627.5,19795.85,19795.85,6908,68061.78,1683050,42900,09-AUG-2023,
FUTIDX,NIFTY,26-Oct-2023,0.0,XX,19813.45,19899.0,19733.75,19887.9,19887.9,1827,18091.69,198300,7650,09-AUG-2023,
FUTSTK,AARTIIND,31-Aug-2023,0.0,XX,465.2,483.05,462.0,476.3,476.3,7990,38014.78,10126000,171000,09-AUG-2023,
FUTSTK,AARTIIND,28-Sep-2023,0.0,XX,465.45,485.1,463.3,478.35,478.35,602,2877.8,751000,137000,09-AUG-2023,
FUTSTK,AARTIIND,26-Oct-2023,0.0,XX,465.45,487.85,465.45,481.75,481.75,58,278.73,61000,16000,09-AUG-2023,
FUTSTK,ABB,31-Aug-2023,0.0,XX,4476.5,4585.2,4432.0,4541.05,4541.05,3621,40883.59,1704000,190500,09-AUG-2023,
FUTSTK,ABB,28-Sep-2023,0.0,XX,4491.0,4594.4,4462.45,4561.0,4561.0,93,1054.51,34250,2500,09-AUG-2023,
FUTSTK,ABB,26-Oct-2023,0.0,XX,0.0,0.0,0.0,4515.0,4590.6,0,0.0,750,0,09-AUG-2023,
FUTSTK,ABBOTINDIA,31-Aug-2023,0.0,XX,24050.75,24255.0,23800.0,23934.7,23934.7,958,9178.74,85920,12520,09-AUG-2023,
FUTSTK,ABBOTINDIA,28-Sep-2023,0.0,XX,24086.15,24142.45,23979.1,24042.2,24042.2,14,134.85,920,-80,09-AUG-2023,
