INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,HAVELLS,23-Feb-2023,1190.0,PE,21.0,34.5,17.75,24.5,24.5,149.0,906.99,39500.0,-2500.0,13-Feb-2023
OPTSTK,L&TFH,23-Feb-2023,95.0,PE,1.7,3.1,1.55,2.6,2.6,160.0,1391.3,945944.0,53544.0,13-Feb-2023
OPTSTK,PETRONET,23-Feb-2023,225.0,CE,2.4,3.05,1.55,1.75,1.75,145.0,988.22,633000.0,42000.0,13-Feb-2023
OPTSTK,ATUL,23-Feb-2023,10000.0,CE,0.0,0.0,0.0,83.25,0.0,0.0,0.0,0.0,0.0,13-Feb-2023
OPTSTK,BOSCHLTD,23-Feb-2023,20500.0,PE,0.0,0.0,0.0,3755.8,3053.4,0.0,0.0,0.0,0.0,13-Feb-2023
OPTSTK,M&M,23-Feb-2023,1100.0,CE,0.0,0.0,0.0,220.0,255.1,0.0,0.0,1400.0,0.0,13-Feb-2023
OPTSTK,MARUTI,23-Feb-2023,10100.0,CE,2.2,2.85,1.65,1.9,0.75,74.0,747.55,3000.0,-100.0,13-Feb-2023
OPTIDX,NIFTY,23-Feb-2023,17050.0,PE,9.05,16.1,8.1,10.4,10.4,3907.0,33329.08,65550.0,1550.0,13-Feb-2023
OPTSTK,SBIN,23-Feb-2023,475.0,CE,72.9,72.9,72.9,72.9,63.55,1.0,8.21,1500.0,1500.0,13-Feb-2023
OPTSTK,PIIND,23-Feb-2023,3800.0,CE,0.0,0.0,0.0,138.5,0.05,0.0,0.0,0.0,0.0,13-Feb-2023
OPTSTK,SHREECEM,29-Mar-2023,26500.0,PE,0.0,0.0,0.0,3441.1,2552.3,0.0,0.0,0.0,0.0,13-Feb-2023
OPTSTK,NAVINFLUOR,29-Mar-2023,4900.0,PE,0.0,0.0,0.0,858.8,662.55,0.0,0.0,0.0,0.0,13-Feb-2023
