INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,24-Nov-2022,0.0,XX,41650.0,41825.1,41330.55,41477.3,41477.3,142712,1483950.04,1799625,10400,01-NOV-2022,
FUTIDX,BANKNIFTY,29-Dec-2022,0.0,XX,41762.25,41992.05,41519.65,41648.0,41648.0,6303,65843.6,260425,28875,01-NOV-2022,
FUTIDX,BANKNIFTY,25-Jan-2023,0.0,XX,41923.2,42125.0,41671.95,41793.5,41793.5,1675,17560.66,21550,8250,01-NOV-2022,
FUTIDX,FINNIFTY,29-Nov-2022,0.0,XX,18653.6,18762.5,18610.55,18657.4,18657.4,564,4215.63,10800,-1240,01-NOV-2022,
FUTIDX,FINNIFTY,27-Dec-2022,0.0,XX,18754.3,18916.75,18695.55,18743.1,18743.1,9,67.64,280,80,01-NOV-2022,
FUTIDX,FINNIFTY,31-Jan-2023,0.0,XX,18825.0,19448.3,18825.0,19448.3,18911.35,2,15.3,80,80,01-NOV-2022,
FUTIDX,MIDCPNIFTY,01-Nov-2022,0.0,XX,0.0,0.0,0.0,7414.9,7495.05,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,07-Nov-2022,0.0,XX,0.0,0.0,0.0,7554.2,7503.0,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,15-Nov-2022,0.0,XX,0.0,0.0,0.0,7745.8,7513.6,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,22-Nov-2022,0.0,XX,0.0,0.0,0.0,7574.7,7522.85,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,29-Nov-2022,0.0,XX,0.0,0.0,0.0,7448.0,7532.15,0,0.0,75,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,06-Dec-2022,0.0,XX,0.0,0.0,0.0,7402.15,7542.1,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,13-Dec-2022,0.0,XX,0.0,0.0,0.0,7297.35,7551.5,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,20-Dec-2022,0.0,XX,0.0,0.0,0.0,7427.0,7560.95,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,27-Dec-2022,0.0,XX,0.0,0.0,0.0,7179.15,7570.4,0,0.0,0,0,01-NOV-2022,
FUTIDX,MIDCPNIFTY,31-Jan-2023,0.0,XX,0.0,0.0,0.0,7413.7,7617.9,0,0.0,0,0,01-NOV-2022,
